Date,Open,High,Low,Close,Adj Close,Volume
2016-1-4,593.31,594.68,587.94,589.91,589.91,34560000
2016-1-5,586.93,589.65,583.06,583.62,583.62,38370000
2016-1-6,582.81,589.97,582.81,589.97,589.97,34670000
2016-1-7,589.12,589.12,577.19,582.3,582.3,53140000
2016-1-8,578.97,579.97,571.96,575.96,575.96,49590000
2016-1-11,574.95,579.24,573.02,573.72,573.72,41350000
2016-1-12,574.23,582.39,574.23,582.39,582.39,37780000
2016-01-13,583.37,584.03,577.29,578.63,578.63,58500000
2016-01-14,571.02,573.73,565.79,569.17,569.17,64770000
2016-01-15,570.33,572.27,555.76,555.76,555.76,58790000
2016-01-18,543.44,543.44,531.92,541.18,541.18,71910000
2016-01-19,541.43,550.29,541.43,550.29,550.29,46670000
2016-01-20,546.69,551.88,543.59,544.24,544.24,54080000
2016-01-21,541.34,548.09,537.88,538.53,538.53,62930000
2016-01-22,541.84,542.4,531.53,539.37,539.37,72570000
2016-01-25,546.87,562.22,546.87,562.19,562.19,61950000
2016-01-26,553.09,560.05,549.32,554.52,554.52,58750000
2016-01-27,558.65,561.94,557.01,558.98,558.98,47280000
2016-01-28,558.65,562.45,555.73,556.86,556.86,43940000
2016-01-29,557.31,562.79,554.63,561.61,561.61,40300000
2016-2-1,562.4,565.79,557.98,557.98,557.98,33490000
2016-2-2,555.13,559.8,553.76,555.09,555.09,26470000
2016-2-3,552.09,556.53,549.01,556.53,556.53,32010000
2016-2-4,560,562.88,559.33,561.22,561.22,24670000
2016-2-5,560.01,565.97,560.01,563.97,563.97,23060000
2016-02-15,558.64,561.48,554.24,559.19,559.19,26540000
2016-02-16,560.98,564.21,560.95,562.32,562.32,41860000
2016-02-17,565.69,567.31,561.1,561.1,561.1,48800000
2016-02-18,564.27,569.38,563.16,566.85,566.85,43460000
2016-02-19,566.68,568.97,565.25,567.51,567.51,72050000
2016-02-22,567.87,576.63,567.87,574.37,574.37,72130000
2016-02-23,579.62,580.05,573.47,573.78,573.78,68990000
2016-02-24,571.54,581.76,570.14,578.87,578.87,61700000
2016-02-25,580.63,583.87,573.02,573.02,573.02,51920000
2016-02-26,574.12,577.73,572.17,577.71,577.71,33430000
2016-02-29,576.98,577.74,570.66,570.66,570.66,43530000
2016-3-1,570.88,576.3,570.88,572.99,572.99,44840000
2016-3-2,575.95,579.61,573.27,579.17,579.17,47270000
2016-3-3,582.26,582.43,578.55,579.11,579.11,46480000
2016-3-4,579.08,583.73,577.53,580.94,580.94,40490000
2016-3-7,582.6,587.91,582.31,582.6,582.6,52730000
2016-3-8,583.29,585.67,582.08,582.54,582.54,50590000
2016-3-9,582.45,585.48,580.52,581.25,581.25,36200000
2016-3-10,582.95,583.79,580.19,583.77,583.77,37820000
2016-3-11,583.93,588.46,582.54,583.89,583.89,48010000
2016-03-14,586.63,587.93,584.06,587.09,587.09,44200000
2016-03-15,586.45,588.05,581.72,583.02,583.02,46020000
2016-03-16,582.95,585.31,581.4,583.79,583.79,50970000
2016-03-17,588.62,590.98,586.37,586.47,586.47,56260000
2016-03-18,587.13,587.92,581.95,581.95,581.95,77600000
2016-03-21,582.85,587.78,579.95,579.95,579.95,52170000
2016-03-22,580.01,580.67,575.68,577.97,577.97,37390000
2016-03-23,577.77,581.74,577.25,580.6,580.6,46640000
2016-03-24,579.84,584.36,577.31,577.31,577.31,44070000
2016-03-25,576.64,579.84,571.71,578.24,578.24,45480000
2016-03-28,578.45,582.82,577.46,582.37,582.37,33120000
2016-03-29,582.87,583.29,575.16,575.16,575.16,42580000
2016-03-30,573.58,579.97,572.16,577.11,577.11,37940000
2016-03-31,575.37,579.44,571.69,571.69,571.69,45360000
2016-4-1,570.7,572.17,566.81,568.27,568.27,39570000
2016-4-4,568.01,570.25,563.05,565.71,565.71,36170000
2016-4-5,565.59,570.43,565.37,570.43,570.43,32930000
2016-4-6,571.47,576.4,569.4,576.4,576.4,29250000
2016-4-7,577.88,580.37,575.09,579.28,579.28,37800000
2016-4-8,578.43,581.39,576.68,578.97,578.97,35500000
2016-4-11,580.79,588.42,580.65,586.78,586.78,46010000
2016-4-12,588.73,590.22,584.75,587.47,587.47,48920000
2016-04-13,587.94,589.03,582.4,584.63,584.63,42440000
2016-04-14,582.4,591.64,582.4,586.21,586.21,39080000
2016-04-15,586.27,591.76,584.47,584.47,584.47,33340000
2016-04-19,584.14,584.42,575.06,575.06,575.06,38490000
2016-04-20,575.42,578.65,572.14,575.35,575.35,40300000
2016-04-21,578.09,584.37,577.19,582.76,582.76,33750000
2016-04-22,582.43,595.48,581.72,595.38,595.38,44770000
2016-04-25,599.85,604.12,594.16,594.16,594.16,47010000
2016-04-26,593.35,601.27,593.35,601.27,601.27,58770000
2016-04-27,603.93,603.93,593.93,597.43,597.43,57830000
2016-04-28,597.87,600.36,593.46,595.63,595.63,33520000
2016-04-29,595.5,603.04,595.19,601.25,601.25,41000000
2016-5-4,600.63,606.88,597.4,602.57,602.57,53000000
2016-5-5,603.68,609.59,603.32,604.69,604.69,43710000
2016-5-6,604.96,610.19,604.7,607.55,607.55,38020000
2016-5-9,610.78,612.82,604.24,604.24,604.24,39070000
2016-5-10,601.23,605.37,597.91,604.56,604.56,40950000
2016-5-11,606.32,611.96,604.25,611.96,611.96,37770000
2016-5-12,613.32,615.57,611.39,612.04,612.04,28990000
2016-05-13,612.64,615.33,608.67,609.97,609.97,39460000
2016-05-16,612.03,615.89,608.96,615.17,615.17,33330000
2016-05-17,619.24,625.12,617.11,622.93,622.93,48930000
2016-05-18,625.18,628.3,622.71,623.92,623.92,42230000
2016-05-19,624.73,625.99,620.11,621.13,621.13,44210000
2016-05-20,621.34,623.19,615.91,616.4,616.4,35390000
2016-05-23,616.81,617.39,612.43,614.45,614.45,24720000
2016-05-24,616.33,616.45,611.94,614.62,614.62,33860000
2016-05-25,614.91,618.61,612.74,612.74,612.74,38580000
2016-05-26,613.05,615.94,607.16,607.16,607.16,31600000
2016-05-27,607.21,612.66,605.16,611,611,29540000
2016-05-30,612.4,617.43,611.83,616.73,616.73,36140000
2016-05-31,618.91,621.3,616.85,617.52,617.52,37020000
2016-6-1,617.69,620.19,617.02,619.38,619.38,35110000
2016-6-2,619.14,622.88,618.1,621.18,621.18,43210000
2016-6-3,622.07,622.65,619.15,621.05,621.05,40280000
2016-6-6,620.61,622.23,615.91,618.88,618.88,42670000
2016-6-7,620.96,624.01,619.59,624.01,624.01,38920000
2016-6-8,624.83,632.6,624.83,630.09,630.09,45580000
2016-6-9,630.34,631.73,627.29,630.66,630.66,38390000
2016-6-10,630.55,634.07,628.4,629.27,629.27,50140000
2016-06-13,626.68,626.92,620.36,621.75,621.75,40160000
2016-06-14,620.01,625.36,617.71,625.36,625.36,29920000
2016-06-15,624.66,625.8,621.06,624.19,624.19,37320000
2016-06-16,625.02,627.46,622.54,622.54,622.54,45730000
2016-06-17,621.15,622.15,615.39,615.75,615.75,80070000
2016-06-20,615.98,624.79,615.98,624.19,624.19,36750000
2016-06-21,627.16,631.02,626.97,626.97,626.97,40130000
2016-06-22,626.53,628.26,623.76,624.18,624.18,30460000
2016-06-23,623.71,627.61,623.09,626.5,626.5,36640000
2016-06-24,625.8,625.8,591.44,612.69,612.69,111980000
2016-06-27,609.64,614.42,601.71,614.42,614.42,38480000
2016-06-28,612.52,616.51,612,614.31,614.31,30150000
2016-06-29,616.09,622.43,616.09,621.39,621.39,46980000
2016-06-30,623.98,626.9,621.52,621.79,621.79,34650000
2016-7-1,623.77,630.61,623.5,626.34,626.34,40600000
2016-7-4,629.19,634.23,629.19,633.57,633.57,51260000
2016-7-5,636.57,641.86,634.43,636.27,636.27,53360000
2016-7-6,632.8,638.29,630.21,636.18,636.18,42780000
2016-7-7,639.9,645.01,638.63,644.52,644.52,44290000
2016-7-8,645.21,648.73,639.67,643.56,643.56,48030000
2016-7-11,643.77,648.37,633.89,636.02,636.02,51210000
2016-7-12,637.69,641.58,633.5,641.58,641.58,47500000
2016-07-13,645.04,657.66,645.04,656.89,656.89,65840000
2016-07-14,657.05,664.43,651.14,651.14,651.14,65680000
2016-07-15,653.75,656.73,649.54,653.63,653.63,49960000
2016-07-18,653.82,662.41,652.51,662.29,662.29,52270000
2016-07-19,664.82,665.11,647.33,654.17,654.17,53470000
2016-07-20,654.45,654.49,645.15,645.15,645.15,49360000
2016-07-21,647.51,650.12,642.22,643.16,643.16,38450000
2016-07-22,642.19,642.35,626.4,634.34,634.34,75630000
2016-07-25,636.37,638.17,631.18,633.21,633.21,35570000
2016-07-26,633.57,636.03,627.97,634.68,634.68,35710000
2016-07-27,634.67,640.41,634.42,639.63,639.63,50120000
2016-07-28,639.58,644.33,636.61,644.33,644.33,51210000
2016-07-29,644,645.39,639.11,639.17,639.17,42970000
2016-8-1,642.04,642.04,633.42,635.41,635.41,37310000
2016-8-2,631.09,631.13,620.85,623.16,623.16,63860000
2016-8-3,620.86,622.4,616.53,619.8,619.8,34010000
2016-8-4,620.42,626.79,617.41,617.41,617.41,43580000
2016-8-5,615.06,615.65,608.84,615.06,615.06,51710000
2016-8-8,614.38,616.97,609.21,614.65,614.65,36310000
2016-8-9,614.16,621.88,614.16,621.43,621.43,36460000
2016-8-10,621.18,633.39,621.18,632.86,632.86,50260000
2016-8-11,634.27,645.1,633.95,645.1,645.1,65390000
2016-8-12,650.55,652.87,638.1,641.11,641.11,56880000
2016-08-15,640.59,645.69,639.08,645.66,645.66,56930000
2016-08-16,647.15,650.45,645.48,646.44,646.44,55430000
2016-08-17,648.34,650.98,645.53,650.82,650.82,53900000
2016-08-18,653.36,656.33,646.59,652.87,652.87,52780000
2016-08-19,657.39,659.43,653.67,654.42,654.42,46600000
2016-08-22,654.43,655.33,647.46,647.46,647.46,52650000
2016-08-23,643.9,651.19,642.5,650.92,650.92,41300000
2016-08-24,651.83,656.93,650.21,650.95,650.95,37970000
2016-08-25,649.51,650.69,646.71,649.06,649.06,42330000
2016-08-26,652.64,659.34,652.64,656.71,656.71,49770000
2016-08-29,660.07,666.02,656.23,656.23,656.23,45930000
2016-08-30,655.39,661.2,654.66,661.2,661.2,36230000
2016-08-31,662.41,666.7,661.32,665.25,665.25,45280000
2016-9-1,665.2,665.2,655.28,659.09,659.09,40970000
2016-9-5,660.24,661.13,652.13,655.08,655.08,50630000
2016-9-6,656.06,659.27,656.02,656.02,656.02,37880000
2016-9-7,655.19,655.75,647.47,654.79,654.79,39080000
2016-9-8,654.53,661.54,654.38,659.25,659.25,56180000
2016-9-9,662.04,663.68,657.64,658.66,658.66,41910000
2016-9-12,657.61,657.61,646.87,651.63,651.63,36830000
2016-09-13,650.41,653.85,647.33,651.8,651.8,34880000
2016-09-14,651.15,652.5,646.93,646.93,646.93,43490000
2016-09-15,646.37,649.97,644.08,645.02,645.02,44220000
2016-09-16,642.29,645.72,639.37,639.37,639.37,112810000
2016-09-19,646.47,648.83,644.23,648.83,648.83,52590000
2016-09-20,648.77,653.66,643.6,653.66,653.66,47260000
2016-09-21,653.67,658.05,652.62,657.44,657.44,59220000
2016-09-22,659.65,665.27,659.36,662.31,662.31,51580000
2016-09-23,662.23,664.31,660.85,664.31,664.31,36180000
2016-09-26,662.79,666.9,661.71,666.1,666.1,35710000
2016-09-27,665.3,671.21,664.47,671.21,671.21,55300000
2016-09-28,670.32,672.92,667.72,669.17,669.17,52730000
2016-09-29,671.39,674.11,668.34,670.3,670.3,46360000
2016-09-30,669.34,670.55,665.65,668.44,668.44,50610000
2016-10-3,668.47,670.52,660.29,662.42,662.42,51800000
2016-10-4,661.77,665.53,657.44,661.89,661.89,54610000
2016-10-5,663.56,665.98,661.76,663.95,663.95,53090000
2016-10-6,665.23,667.15,663.12,663.12,663.12,68400000
2016-10-7,665.31,666.33,654.05,657.54,657.54,53090000
2016-10-10,657.58,657.92,647.17,647.25,647.25,50350000
2016-10-11,649.08,654.88,641.45,654.88,654.88,62450000
2016-10-12,655.03,658.02,652.71,653.25,653.25,46560000
2016-10-13,651.64,658.49,649.63,658.29,658.29,48010000
2016-10-14,656.92,662.05,656.89,657.59,657.59,54680000
2016-10-17,657.08,657.81,650.46,650.46,650.46,45880000
2016-10-18,649.08,653.87,647.77,653.32,653.32,43310000
2016-10-19,654.45,660.77,654.45,659.39,659.39,53930000
2016-10-20,661.11,661.2,655.75,657.15,657.15,48900000
2016-10-21,657.38,658.77,653.71,655.17,655.17,40160000
2016-10-24,654.17,654.17,648.29,648.29,648.29,35940000
2016-10-25,645.32,646.97,640.03,644.91,644.91,48470000
2016-10-26,643.57,645.25,639.07,641.81,641.81,34320000
2016-10-27,641.42,644.18,640.13,644.18,644.18,39580000
2016-10-28,643.66,649.31,642.82,649.27,649.27,52990000
2016-10-31,649.28,649.28,644.22,644.22,644.22,62960000
2016-11-1,643.26,644.7,641.4,643.05,643.05,56540000
2016-11-2,641.56,642.87,636.54,636.54,636.54,74560000
2016-11-3,634.28,634.28,627.9,632.81,632.81,61750000
2016-11-4,632.39,634.5,631.8,632.54,632.54,34040000
2016-11-7,633.03,639.98,632.63,639.91,639.91,43890000
2016-11-8,640,643.43,640,642.01,642.01,32640000
2016-11-9,641.84,641.84,620.35,635.42,635.42,69100000
2016-11-10,640.96,642.88,639.68,641.9,641.9,49780000
2016-11-11,641.8,642.9,639.88,642,642,49790000
2016-11-14,640.06,642.24,634.13,634.13,634.13,59750000
2016-11-15,636.01,639.38,635.2,637.51,637.51,50760000
2016-11-16,638,641.21,637.99,638.72,638.72,49700000
2016-11-17,638.7,639.16,635.32,636.02,636.02,58780000
2016-11-18,635.63,636.61,632.45,634.35,634.35,41890000
2016-11-21,635.82,638.87,634.43,638.87,638.87,46480000
2016-11-22,638.29,643.8,638.29,643.76,643.76,51290000
2016-11-23,643.82,649.65,643.6,647.59,647.59,46660000
2016-11-24,650.52,651.55,645.36,647.47,647.47,55470000
2016-11-25,648.82,648.82,641.7,643.38,643.38,51750000
2016-11-28,640.58,640.75,628.48,630.62,630.62,42240000
2016-11-29,631.22,632.89,623.32,625.78,625.78,53870000
2016-11-30,626.68,632.9,622.12,631.89,631.89,64010000
2016-12-1,633.63,636.43,631.55,631.55,631.55,48280000
2016-12-2,631.81,632.3,628.68,629.64,629.64,49520000
2016-12-5,628.6,629.85,625.32,625.32,625.32,39450000
2016-12-6,625.68,626.15,614.23,616.26,616.26,57840000
2016-12-7,614.64,617.22,614.1,615,615,50500000
2016-12-8,619.03,620.23,616.72,619.45,619.45,36170000
2016-12-9,620.48,621.86,617.29,619.64,619.64,30770000
2016-12-12,616.5,617.89,612.24,612.83,612.83,44370000
2016-12-13,612.52,612.74,606.07,606.71,606.71,49880000
2016-12-14,607,615.26,606.55,615.26,615.26,50770000
2016-12-15,614.83,615.72,610.64,613.25,613.25,48960000
2016-12-16,613.31,621.04,613.27,621.04,621.04,90980000
2016-12-19,622.19,626.78,622.19,623.85,623.85,38640000
2016-12-20,622.59,622.62,615.95,616.74,616.74,33910000
2016-12-21,616.72,620.28,614.13,618.43,618.43,32600000
2016-12-22,619.99,621.87,617.15,618.35,618.35,39020000
2016-12-23,617.58,620.75,615.74,620.75,620.75,30710000
2016-12-26,622.91,624.52,621.71,621.73,621.73,24320000
2016-12-27,622.05,624.17,621.77,623.46,623.46,33540000
2016-12-28,625.55,626.44,623.24,624.83,624.83,41690000
2016-12-29,627.82,627.94,626.3,626.95,626.95,42830000
2016-12-30,625.8,628.21,625.18,628.21,628.21,42150000
2017-1-3,627.65,634.18,627.58,633.89,633.89,41740000
2017-1-4,632.8,635.39,630.46,632.7,632.7,47310000
2017-1-5,633.61,635.33,632.46,634.83,634.83,45030000
2017-1-6,634.56,640.74,634.26,636.34,636.34,58780000
2017-1-9,636.82,640.02,636.82,638.4,638.4,47880000
2017-1-10,639,640.86,638.61,639.36,639.36,37970000
2017-1-11,639.56,643.39,639.52,643.39,643.39,43040000
2017-1-12,644.53,645.14,641.71,642.25,642.25,55960000
2017-01-13,642.21,643.85,640.07,640.07,640.07,38210000
2017-01-16,639.59,640.52,632.7,632.7,632.7,31880000
2017-01-17,633.42,637.54,633.42,637.54,637.54,45190000
2017-01-18,637.09,638.72,633.1,633.1,633.1,38320000
2017-01-19,632.31,634,630.48,631,631,28890000
2017-01-20,632.17,636.39,632.17,634.28,634.28,31970000
2017-01-23,634.81,637.14,634.81,635.42,635.42,31190000
2017-01-24,635.31,640.18,635.31,639.32,639.32,32620000
2017-01-25,640.92,644.79,639.43,644.79,644.79,31170000
2017-2-2,645.72,652.98,645.72,652.98,652.98,35200000
2017-2-3,656.27,657.63,651.18,651.18,651.18,41520000
2017-2-6,652.5,654.03,649.35,654.03,654.03,35400000
2017-2-7,654.24,657.42,653.88,656.48,656.48,50070000
2017-2-8,657.62,657.97,655.12,657.97,657.97,41560000
2017-2-9,658.4,660.08,657.65,658.83,658.83,50150000
2017-2-10,659.12,659.81,657.65,658.78,658.78,43520000
2017-02-13,660.03,662.83,659.32,662.68,662.68,46710000
2017-02-14,664.11,665.24,660.57,663.43,663.43,53470000
2017-02-15,663.43,670.06,663.43,669.08,669.08,52680000
2017-02-16,670.49,676.65,667.47,667.72,667.72,75920000
2017-02-17,667.09,668.76,664.49,668.1,668.1,57270000
2017-02-20,664.9,669.5,663.11,667.56,667.56,69310000
2017-02-21,668.3,673.77,668.3,671.52,671.52,57990000
2017-02-22,671.96,672.43,666.49,668.61,668.61,66150000
2017-02-23,668.69,670.97,662.06,667.42,667.42,54390000
2017-02-24,667.27,668.3,661.37,661.81,661.81,67860000
2017-02-27,659.63,666.64,659.63,666.22,666.22,53160000
2017-02-28,667.17,667.7,657.95,657.95,657.95,37910000
2017-3-1,656.69,657.64,649.45,655.99,655.99,51820000
2017-3-2,655.94,658.71,653.76,653.76,653.76,41820000
2017-3-3,654.36,657.41,650.59,656.77,656.77,39680000
2017-3-6,657.26,660.79,657.26,658.61,658.61,42180000
2017-3-7,658.21,659.9,656.36,659.9,659.9,39890000
2017-3-8,659.64,665.2,658.54,662.48,662.48,36990000
2017-3-9,662.3,666.66,662.04,664.3,664.3,63380000
2017-3-10,664.59,667.49,663.49,663.49,663.49,55050000
2017-03-13,663.86,664.49,659.95,662.67,662.67,32860000
2017-03-14,663.13,667.67,662.82,665.46,665.46,30190000
2017-03-15,666.46,667.42,663.54,663.57,663.57,35480000
2017-03-16,663.85,668.07,663.85,668.07,668.07,58020000
2017-03-17,669.4,671.07,668.35,668.35,668.35,108030000
2017-03-20,672.52,678.78,672.52,676.02,676.02,46720000
2017-03-21,677.14,682.28,677.14,679.69,679.69,78370000
2017-03-22,679.78,685.9,677.96,677.96,677.96,90740000
2017-03-23,677.07,689.32,677.07,689.32,689.32,68420000
2017-03-24,692.52,696.22,689.95,691.76,691.76,97400000
2017-03-27,692.82,695.53,691.38,693.49,693.49,87540000
2017-03-28,693.91,695.04,687.41,688.31,688.31,75180000
2017-03-29,688.57,689.91,685.69,689.91,689.91,70110000
2017-03-30,692.11,696.93,692.11,692.5,692.5,73330000
2017-03-31,693.56,696.97,693.01,693.22,693.22,61350000
2017-4-3,693.42,697.32,693.42,696.73,696.73,70070000
2017-4-4,699.35,702.05,698.49,699.07,699.07,72180000
2017-4-5,697.99,698.88,691.07,691.07,691.07,75790000
2017-4-7,687.09,697.62,685.63,697.62,697.62,83400000
2017-4-10,698.49,699.86,696.66,696.72,696.72,50580000
2017-4-11,696.78,699.4,696.71,697.93,697.93,61690000
2017-4-12,697.92,698.87,689.77,692.4,692.4,76990000
2017-04-13,692.5,693.81,687.72,687.72,687.72,56770000
2017-04-14,686.45,686.45,674.94,678.45,678.45,59120000
2017-04-17,680.27,683.48,669.31,669.31,669.31,48710000
2017-04-18,669.67,675.71,665.35,675.71,675.71,51820000
2017-04-19,675.67,679.69,675.12,679.69,679.69,40460000
2017-04-20,679.43,679.7,674.3,674.3,674.3,32410000
2017-04-21,676.35,677.83,671.95,672.6,672.6,31050000
2017-04-24,671.8,673.13,667.08,667.08,667.08,35450000
2017-04-25,667.96,670.32,665.66,668.58,668.58,28040000
2017-04-26,669.12,673.53,667.96,673.53,673.53,36840000
2017-04-27,673.67,682.41,673.67,681.36,681.36,47240000
2017-04-28,678.59,683.14,677.21,680.49,680.49,61610000
2017-5-3,681.7,684.99,680.95,684.99,684.99,51220000
2017-5-4,684.8,688.75,683.44,686.29,686.29,66800000
2017-5-5,684.95,687.41,684.09,684.17,684.17,45270000
2017-5-8,683.15,684.17,681.06,681.11,681.11,59550000
2017-5-9,680.42,688.08,680.34,688.08,688.08,74910000
2017-5-10,689.07,695.66,689.07,690.53,690.53,58660000
2017-5-11,692.13,693.19,689.69,691.02,691.02,49920000
2017-5-12,691.46,693.85,690.29,690.84,690.84,45700000
2017-05-15,691.33,696.86,691.33,695.22,695.22,51270000
2017-05-16,695.86,698.67,692.91,692.91,692.91,71740000
2017-05-17,692.95,697.47,691.06,696.37,696.37,44660000
2017-05-18,693.93,701.28,693.92,695.3,695.3,57620000
2017-05-19,696.66,702.03,695.53,702.03,702.03,60060000
2017-05-22,707.27,715.28,706.84,710.86,710.86,85450000
2017-05-23,711.96,713.7,708.11,708.62,708.62,63810000
2017-05-24,710.81,719.59,710.27,718.28,718.28,66780000
2017-05-25,718.42,722.06,715.78,716.4,716.4,69060000
2017-05-26,716.24,719.36,716.07,718.87,718.87,52300000
2017-05-29,723.27,725.2,721.92,722.26,722.26,67600000
2017-05-30,722.82,723.54,711.48,711.48,711.48,70920000
2017-05-31,712.02,719.32,709.73,713.43,713.43,55600000
2017-6-1,713.63,719.76,713.63,719.76,719.76,41830000
2017-6-2,720.39,720.75,715.7,718.33,718.33,43040000
2017-6-5,719.05,724.35,719.05,721.74,721.74,51860000
2017-6-6,722.59,732.69,722.59,732.69,732.69,69350000
2017-6-7,736.17,739.51,734.95,737.18,737.18,66900000
2017-6-8,737.75,740.25,734.03,737.52,737.52,55370000
2017-6-9,738.47,743.9,738.47,740.2,740.2,56510000
2017-6-12,740.65,742,735.26,736.86,736.86,45620000
2017-06-13,737.03,741.39,734.53,741.39,741.39,48570000
2017-06-14,744.42,748.04,743.67,745.53,745.53,67560000
2017-06-15,746.87,750.71,744.58,746.59,746.59,63720000
2017-06-16,751.5,751.5,748.08,750.07,750.07,96610000
2017-06-19,754.03,757.5,753.36,757.5,757.5,65740000
2017-06-20,759.73,761.04,756.77,759.67,759.67,58500000
2017-06-21,758.49,759.84,749.47,759.84,759.84,69940000
2017-06-22,759.65,761.62,757.13,757.94,757.94,57510000
2017-06-23,757.44,758.98,752.69,758.24,758.24,49700000
2017-06-26,759.9,762.27,757.98,760.8,760.8,48280000
2017-06-27,761.96,761.96,754.23,755.07,755.07,65320000
2017-06-28,754.16,757.1,751.2,757.1,757.1,53180000
2017-06-29,759.13,763.14,758.94,761.21,761.21,48070000
2017-06-30,763.63,766.29,763,765.41,765.41,61310000
2017-7-3,765.52,770.56,765.52,765.8,765.8,63170000
2017-7-4,765.88,767.28,760.9,763.92,763.92,62770000
2017-7-5,764.91,765.87,761.28,765.87,765.87,48990000
2017-7-6,768.8,771.13,768.37,770.58,770.58,65780000
2017-7-7,771.89,771.98,761.61,761.61,761.61,72860000
2017-7-10,761.69,761.69,748.06,750.79,750.79,66980000
